seedling_id,treatment_1,treatment_2,measurement,leaf_area,amax_corrected,gsw_corrected,obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
39,control,control,06pre,5.068599034,6.418131263,0.12773717,39,1750702028,7164.5,20250623 11:07:07,11:07:07,15,1750702020,0.001783684,1.783683656,7.597520995,398.7722581,309.6117562,31.44889414,40.50539516,0.151210031,3,0.147099983,0.092297456,161.9129059,23.71655466,22.71059032,2.77070606,54.72973503,1.565328141,2.860105463,1.205377919,-78.66044925,84.84096658,5.860728791,173.954152,7.597520995,1.783683656,7.571703059,410.7592069,405.002103,-0.000812319,66.95990893,1.77525841,14.08685375,15.39847576,-0.000169754,79.19109167,5,1,1,0,54357.36521,999.9835484,841.1859379,0.841199777,0.16191557,6,0.5,1: Needles,2,FALSE,1750702020,398.7722581,405.0038065,15.41052581,14.09339032,396.7202581,15.28643548,800.0070645,101.4752903,0.099968094,23.23515484,22.71059032,999.9,0,0,10003.4871,0,0.00152894,-6.219839032,405.0254194,410.7932258,1.317128387,405.0038065,14.09339032,1.563786774,1.430130645,13.60650968,12.24092581,999.9835484,0.960007581,0.039992258,0,-0.197258065,0,8466.315161,7946.815161,37.54416129,40.64293548,38.90303226,40.26183871,37.56022581,959.9922581,39.99193548,0,1750702044,0,1750702048,11:07:28,1750702048,1750701515,36,-0.009,0,2.052,0.099,405,15,0.52,0.12,-6.210389268,-0.067936934,0.036235423,1,1.320497317,-0.05938223,0.0063123,1,2,2,2-Feb,3.44786,2.78054,0.0971005,0.0985673,0.0875143,0.0817786,27344.6,31063.2,29406.9,35036.4,31034.8,39961.2,36206.6,46408.9,2.54798,2.29953,0.09574,0,21.1496,999.9,55.8,25.2,17.6951,61.6964,26.3261,2,-0.488979,0,20.2943,5.21519,11.968,4.9916,3.27195,2848.7,9999,9999,999.9,4.97258,1.86252,1.86432,1.86279,1.86279,1.86337,1.85989,1.86264,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.052,0.1237,2.344155654,-0.001033731,9.12024E-07,-2.25E-10,-0.0191485,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,6.5,8.6,1.26465,2.38403,2.34863,2.75146,2.39868,2.26196,29.3676,13.344,18,795.684,660.255,22.2539,21.0008,30,20.8855,20.8442,25.3576,25.4893,21.4962,-999.9,405,14.1852,100.977,101.305
40,control,control,06pre,5.37751916,9.646976847,0.284690255,40,1750702157,7294,20250623 11:09:17,11:09:17,15,1750702149,0.003651139,3.651138909,10.76367361,395.7974839,331.8332409,33.70663376,40.20393133,0.317644899,3,0.300072997,0.189043338,161.9153589,23.32886915,22.64897097,2.760366743,53.92765589,1.55065522,2.875435978,1.209711523,-161.0152259,109.1222357,7.5390857,117.5614545,10.76367361,3.651138909,10.75283312,410.1475444,401.9918545,-0.003370232,66.95779162,3.757518689,12.63826105,15.40492667,0.001978927,79.2180802,583,73,1,0,54283.12685,999.9929355,841.1943178,0.841200261,0.161916503,6,0.5,1: Needles,2,FALSE,1750702149,395.7974839,404.9540968,15.26580645,12.56924839,393.7794839,15.24380645,799.9979032,101.476871,0.10015509,23.32366452,22.64897097,999.9,0,0,9992.193226,0,0.00152894,-9.118908065,402.0127419,410.1087742,2.797257419,404.9540968,12.56924839,1.559345806,1.27548871,13.56280968,10.51295806,999.9929355,0.959992774,0.040007335,0,0.89483871,0,13039.66129,7946.836774,38.52196774,41.5803871,39.86070968,41.66912903,38.50583871,959.9841935,40.0083871,0,1750702174,0,1750702186,11:09:45,1750702181,1750702186,37,-0.033,-0.025,2.018,0.022,405,13,0.24,0.03,-9.08588975,-0.650522814,0.072979992,0,2.83432625,-0.703771295,0.071624761,0,0,2,0/2,3.44706,2.78069,0.0965406,0.0985601,0.0875462,0.0755075,27361.4,31063.3,29406.8,35036.2,31033.6,40235.5,36206.6,46409.3,1.34993,2.29562,0.100002,0,21.0111,999.9,55.7,25.2,17.6621,62.1664,26.6186,2,-0.488509,0,20.2941,5.21355,11.968,4.9915,3.27168,2852.6,9999,9999,999.9,4.9726,1.86257,1.86432,1.86278,1.86279,1.8634,1.85987,1.86264,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.018,0.022,2.334994016,-0.001033731,9.12024E-07,-2.25E-10,-0.0191485,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.8,10.7,1.26343,2.39258,2.34863,2.75391,2.39868,2.26562,29.3889,13.3002,18,186.868,657.071,22.2567,21.0061,30,20.9261,20.8406,25.3296,31.6387,20.3105,-999.9,405,12.7912,100.977,101.305
41,control,control,06pre,4.867826087,2.980636768,0.094684042,41,1750702289,7425.5,20250623 11:11:28,11:11:28,15,1750702281,0.001425726,1.425726338,3.673882405,401.8045806,343.0916664,34.85150143,40.81560203,0.116705947,3,0.11424114,0.07161783,161.9151411,23.91933212,22.9524,2.811608238,54.56739756,1.571232359,2.879434294,1.240375879,-62.8745315,63.76937443,4.413015885,167.2229999,3.673882405,1.425726338,3.659344435,410.9008668,408.0923697,0.006936789,66.95414299,1.457884021,14.42435787,15.49801152,0.000684775,79.2791811,40,5,1,0,54342.19365,999.9986129,841.1985045,0.841199671,0.161915366,6,0.5,1: Needles,2,FALSE,1750702281,401.8045806,404.9895806,15.46781935,14.41508387,399.7355806,15.36647097,800.0149032,101.4808387,0.099889813,23.34668065,22.9524,999.9,0,0,10003.93129,0,0.00152894,-3.23422871,408.0673226,410.913,1.052747742,404.9895806,14.41508387,1.569687097,1.462854516,13.6643871,12.58533548,999.9986129,0.960012645,0.039987419,0,0.495,0,5905.87129,7946.949677,36.38487097,38.41706452,37.70541935,37.79212903,36.52796774,960.0106452,39.98903226,0,1750702305,0,1750702306,11:11:45,1750702306,1750702186,38,0.05,-0.025,2.069,0.022,405,13,0.34,0.03,-3.227808,-0.018383415,0.034161575,1,1.043048575,0.239157377,0.023580933,0,1,2,2-Jan,3.44787,2.78087,0.0976674,0.0985734,0.0880289,0.0832287,27324.6,31060.7,29404,35034,31014.2,39895.5,36203.3,46406.1,2.4967,2.29883,0.111688,0,21.1273,999.9,55.8,25.2,17.6924,61.5164,26.3902,2,-0.485168,0,20.2927,5.21459,11.968,4.99165,3.27198,2856.7,9999,9999,999.9,4.97255,1.86254,1.86432,1.86278,1.86279,1.8634,1.85984,1.86264,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.069,0.1023,2.301624781,-0.001033731,9.12024E-07,-2.25E-10,-0.044480622,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.8,1.7,1.26465,2.38525,2.34741,2.75269,2.39868,2.27783,29.4314,13.2564,18,753.991,660.117,22.2983,21.0508,30.0001,20.9191,20.8762,25.3626,23.4067,20.3818,-999.9,405,14.488,100.968,101.298
42,control,control,06pre,4.041322314,2.121819433,0.182260707,42,1750702431,7567.5,20250623 11:13:50,11:13:50,15,1750702423,0.0032517,3.251700372,3.150185906,401.6349677,374.4319893,38.03655313,40.79995894,0.270595651,3,0.257730477,0.162186451,161.9165965,23.30613768,22.89521935,2.801888728,54.23036648,1.547666821,2.853874907,1.254221907,-143.3999864,49.14270101,3.397282863,71.05659395,3.150185906,3.251700372,3.091850108,410.2665166,407.9173515,1.98724E-05,66.95470216,3.220992604,12.89606076,15.26961939,0.00131366,79.26937699,12,1,1,0,54341.37313,1000.005903,841.2047796,0.841199814,0.161915641,6,0.5,1: Needles,2,FALSE,1750702423,401.6349677,404.9771935,15.23523871,12.83355484,399.6089677,15.14117742,799.9787097,101.4847097,0.099968484,23.19906452,22.89521935,999.9,0,0,9998.180645,0,0.00152894,-3.29817,407.8933226,410.2419355,2.401681613,404.9771935,12.83355484,1.54614129,1.302408065,13.43225484,10.82657742,1000.005903,0.960005,0.0399946,0,0.900645161,0,8614.563226,7946.977419,37.05222581,40.13474194,38.41509677,39.45741935,37.1106129,960.0080645,39.99387097,0,1750702447,0,1750702452,11:14:11,1750702452,1750702186,39,-0.043,-0.025,2.026,0.022,405,13,0.52,0.03,-3.295273659,0.005220836,0.023303771,1,2.421925122,-0.413067805,0.041379577,0,1,2,2-Jan,3.44728,2.78034,0.0976271,0.0985404,0.087089,0.0767451,27321.9,31057.8,29400,35029.8,31042.2,40173.8,36197.7,46400.3,2.53713,2.2925,0.109717,0,21.1082,999.9,55.8,25.2,17.693,61.8364,26.3742,2,-0.479004,0,20.2939,5.2113,11.9682,4.9904,3.2712,2860.9,9999,9999,999.9,4.97261,1.8625,1.86432,1.86279,1.86279,1.86339,1.85986,1.86267,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.026,0.0952,2.351717741,-0.001033731,9.12024E-07,-2.25E-10,-0.044480622,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2.1,4.1,1.26343,2.38647,2.34863,2.75269,2.39868,2.25952,29.4527,13.2039,18,788.191,655.95,22.2868,21.1325,30.0002,20.9903,20.9453,25.3302,30.3009,19.1993,-999.9,405,13.0897,100.953,101.286
43,control,control,06pre,6,10.50585679,0.891903171,43,1750702576,7712.5,20250623 11:16:15,11:16:15,15,1750702568,0.008175628,8.175627611,10.50585679,394.6875484,366.836482,37.26452848,40.09373689,0.891903171,3,0.766740755,0.488987568,161.9190304,22.02839259,21.75184839,2.613613511,54.47794565,1.552658029,2.850067142,1.060955482,-360.5451776,230.4941474,15.84046456,47.70846476,10.50585679,8.175627611,10.65282824,408.7685659,400.7543818,-0.014448219,66.95560147,8.161155362,9.310700357,15.32783697,0.002393124,79.24847081,426,53,1,0,54397.2026,1000.013839,841.2120503,0.841200409,0.16191679,6,0.5,1: Needles,2,FALSE,1750702568,394.6875484,404.9868065,15.28455161,9.246697097,392.6573226,15.18895161,800.0192903,101.4834194,0.100066239,23.17697419,21.75184839,999.9,0,0,10008.24581,0,0.00152894,-10.29923871,400.8138065,408.7665161,6.037854516,404.9868065,9.246697097,1.551127097,0.938385258,13.48164194,5.993056452,1000.013839,0.959986323,0.040013823,0,1.724193548,0,9583.317419,7946.977097,38.21748387,41.29809677,39.53609677,41.26990323,38.2316129,959.9996774,40.01419355,0,1750702593,0,1750702452,11:14:11,1750702452,1750702186,39,-0.043,-0.025,2.026,0.022,405,13,0.52,0.03,-10.27811,-0.347110694,0.049501549,0,6.08128575,-0.681606191,0.072207037,0,0,2,0/2,3.4453,2.78077,0.0962881,0.0984944,0.0873135,0.0599766,27359.6,31058.6,29397.3,35029.5,31032.1,40906.7,36195,46400.1,1.7653,2.28258,0.0339262,0,21.2069,999.9,55.6,25.3,17.7352,61.3164,26.6867,2,-0.475109,0,20.2946,5.21639,11.968,4.9918,3.27198,2865.5,9999,9999,999.9,4.97258,1.86255,1.86432,1.86277,1.86279,1.8634,1.85986,1.86264,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.03,0.0971,2.309083166,-0.001033731,9.12024E-07,-2.25E-10,-0.044480622,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2.1,6.5,1.25977,2.38281,2.34863,2.75024,2.39868,2.27295,29.4739,13.1426,18,326.449,648.746,22.3306,21.1997,30.0002,21.0684,21,25.2545,46.2438,15.2092,-999.9,405,9.38701,100.944,101.285
44,control,control,06pre,3.708516242,2.921754459,0.126984604,44,1750702796,7933,20250623 11:19:56,11:19:56,15,1750702788,0.001711267,1.711266604,4.727099899,400.8118,357.583778,36.32238148,40.71336564,0.205448103,3,0.19793955,0.12436397,161.9099579,23.80605279,20.325,2.394259041,53.37189372,1.533059583,2.872409944,0.861199458,-75.46685722,482.1716762,32.91957277,601.5343496,4.727099899,1.711266604,4.712289634,410.661337,407.0646848,0.003783143,66.95621752,1.941713697,13.9675209,15.30635576,0.023319729,79.24128308,91,11,1,0,54369.53237,999.9682,841.172787,0.841199537,0.161915107,6,0.5,1: Needles,2,FALSE,1750702788,400.8118,404.8713667,15.09254667,13.82852333,398.7518,15.00954667,800.0355,101.4772667,0.099996373,23.30622667,20.325,999.9,0,0,10008.122,0,0.00152894,-4.091931,406.9237667,410.5486667,1.270924,404.8713667,13.82852333,1.53225,1.403281,13.29310667,11.95253667,999.9682,0.9600159,0.03998434,0,2.584833333,0,5471.873667,7946.714,36.10806667,38.5206,37.47893333,37.53726667,36.28726667,959.9856667,39.98333333,0,1750702813,0,1750702820,11:20:20,1750702820,1750702814,40,0.034,0.024,2.06,0.083,405,14,0.11,0.06,-4.079759756,-0.275163763,0.056971599,0,1.298916585,-0.277958467,0.069385186,0,0,2,0/2,3.4477,2.7806,0.0974379,0.0985101,0.0872305,0.0814286,27323.2,31055.2,29395.6,35026.3,31033.1,39965.1,36192.7,46395.3,2.41507,2.29287,-0.0592321,0,21.386,999.9,55.4,25.3,17.6716,61.5364,26.2981,2,-0.471819,0,20.2944,5.21654,11.968,4.9917,3.27192,2872.1,9999,9999,999.9,4.97258,1.86261,1.86434,1.86279,1.86279,1.8634,1.85989,1.86264,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.06,0.083,2.309083166,-0.001033731,9.12024E-07,-2.25E-10,-0.044480622,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,5.7,10.2,1.26343,2.38159,2.34741,2.75269,2.39868,2.25952,29.623,13.0463,18,693.259,657.878,22.3981,21.2549,30.0001,21.116,21.0682,25.3396,25.0475,13.8893,-999.9,405,14.1233,100.938,101.275
45,control,control,06pre,4.687576375,5.126475968,0.889741636,45,1750702987,8123.5,20250623 11:23:06,11:23:06,15,1750702979,0.007250732,7.250731663,6.561782326,397.8612667,382.3164625,38.8345556,40.41355002,1.138850739,3,0.942871414,0.604073999,161.9112467,22.34066388,19.75613667,2.311409635,53.96321716,1.545105544,2.86325691,0.76630409,-319.7572664,565.6306869,38.49596246,446.2806297,6.561782326,7.250731663,6.679561896,409.0185559,403.9617152,-0.00077028,66.95575192,7.16845582,9.989788743,15.25645697,0.006767513,79.24759981,1,0,1,0,54368.491,999.9738333,841.177721,0.841199732,0.161915484,6,0.5,1: Needles,2,FALSE,1750702979,397.8612667,404.9461333,15.21117667,9.855891667,395.7582667,15.09428,800.0066667,101.4772333,0.099756943,23.25338333,19.75613667,999.9,0,0,10006.06433,0,0.00152894,-7.124743,403.9661667,408.9769667,5.355279,404.9461333,9.855891667,1.543586333,1.000148,13.40685333,6.917894667,999.9738333,0.960009167,0.039990653,0,2.759666667,0,6599.495667,7946.735333,37.8435,41.0123,39.2101,40.71016667,37.87056667,959.983,39.99,0,1750703004,0,1750703010,11:23:30,1750703010,1750702814,41,0.043,0.024,2.103,0.083,405,14,0.26,0.06,-7.10143725,-0.318377674,0.046779108,0,5.37851675,-0.714829306,0.073927823,0,0,2,0/2,3.4459,2.78104,0.0968473,0.0984594,0.0868834,0.0633877,27336.6,31056,29391,35025.7,31039.4,40753.2,36185.8,46395.1,2.5489,2.28095,-0.0877939,0,21.2597,999.9,55,25.4,17.6484,61.6164,26.4904,2,-0.468674,0,20.2944,5.2131,11.9683,4.9915,3.272,2877.9,9999,9999,999.9,4.97259,1.86263,1.86435,1.86279,1.86279,1.8634,1.85989,1.86268,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.103,0.1183,2.3432526,-0.001033731,9.12024E-07,-2.25E-10,-0.020159021,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,2.8,2.9,1.25977,2.39746,2.34863,2.75024,2.39868,2.24365,29.7083,12.9675,18,800.724,648.998,22.4333,21.3018,30.0003,21.1623,21.1183,25.258,42.4444,8.56549,-999.9,405,10.1994,100.921,101.274
46,control,control,06pre,4.963249516,8.292812171,0.230849256,46,1750703101,8237.4,20250623 11:25:00,11:25:00,15,1750703093,0.002721378,2.72137806,10.02505977,396.6148387,330.6792119,33.5903124,40.28803702,0.279070301,3,0.265408529,0.167052038,161.9133166,23.52283696,21.4857871,2.571425172,54.08050002,1.551007473,2.867960675,1.020417699,-120.0127724,290.2790772,19.93273751,352.112359,10.02505977,2.72137806,9.916850583,410.4448612,402.9041879,0.000917204,66.95284037,2.830402311,13.363616,15.39121515,0.015317528,79.29016431,33,4,1,0,54380.96304,999.9806129,841.1839277,0.841200236,0.161916456,6,0.5,1: Needles,2,FALSE,1750703093,396.6148387,404.9430645,15.26886452,13.2590129,394.6428387,15.1501871,800.0070323,101.4799355,0.099816681,23.28055806,21.4857871,999.9,0,0,10009.13742,0,0.00152894,-8.194047742,402.901,410.3845161,2.00984871,404.9430645,13.2590129,1.549483871,1.345523548,13.46522258,11.31699677,999.9806129,0.959992419,0.040007252,0,2.281451613,0,9165.090323,7946.737097,38.71748387,41.83848387,40.018,41.89687097,38.70941935,959.9735484,40.00709677,0,1750703118,0,1750703124,11:25:23,1750703124,1750702814,42,-0.131,0.024,1.972,0.083,405,14,0.15,0.06,-8.104603171,-1.359348306,0.146770943,0,2.003802683,0.099647639,0.016184003,1,1,2,2-Jan,3.44756,2.78086,0.0966264,0.098487,0.0874497,0.0787634,27343.5,31051.2,29391.4,35021.3,31021.6,40075.9,36187.9,46388.7,2.50182,2.28717,0.046134,0,21.2588,999.9,54.7,25.4,17.5518,61.7364,26.262,2,-0.464009,0,20.2944,5.21564,11.968,4.99175,3.272,2881.4,9999,9999,999.9,4.97259,1.86261,1.86435,1.86279,1.86279,1.8634,1.85989,1.86265,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.972,0.1227,2.38608442,-0.001033731,9.12024E-07,-2.25E-10,-0.020159021,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.5,4.8,1.26221,2.38159,2.34741,2.75269,2.39868,2.26685,29.751,12.915,18,762.523,654.73,22.4401,21.3574,30.0004,21.22,21.1765,25.3225,27.2862,7.50896,-999.9,405,13.4223,100.924,101.261
47,control,control,06pre,4.930424528,7.119912893,0.155792684,47,1750703210,8346.4,20250623 11:26:49,11:26:49,15,1750703202,0.002280339,2.280339186,8.664462283,397.7815161,315.3983596,32.03880175,40.40744902,0.189589375,3,0.183175799,0.115043034,161.913802,23.82287242,22.96919355,2.814468387,54.37522844,1.577218769,2.900620033,1.237249618,-100.5629581,80.7026119,5.588756509,147.6422123,8.664462283,2.280339186,8.870567993,410.6723451,403.9259455,3.60602E-05,66.95246894,2.309289784,13.90564505,15.57858788,0.00785223,79.30783786,0,0,1,0,54299.64017,999.9927742,841.193389,0.841199467,0.161914972,6,0.5,1: Needles,2,FALSE,1750703202,397.7815161,404.960129,15.52655484,13.84286452,395.6985161,15.39979032,800.0046129,101.4821613,0.099856432,23.46817097,22.96919355,999.9,0,0,9999.900323,0,0.00152894,-7.287036129,403.9449677,410.6446129,1.683702903,404.960129,13.84286452,1.575669032,1.404803226,13.72288065,11.96950968,999.9927742,0.960015903,0.039983716,0,1.140322581,0,7943.10129,7946.913226,36.41306452,38.46348387,37.7256129,37.77593548,36.54416129,960.0103226,39.98193548,0,1750703226,0,1750703232,11:27:11,1750703232,1750702814,43,0.111,0.024,2.083,0.083,405,14,0.18,0.06,-7.270044,-0.208915497,0.03372944,0,1.7079295,-0.383421614,0.040777098,0,0,2,0/2,3.4477,2.78061,0.0968196,0.0984805,0.0882,0.0811412,27335.4,31049.8,29389.1,35019.7,30993.4,39970.1,36185.1,46386.3,2.55083,2.28885,0.1017,0,21.2759,999.9,54.6,25.5,17.6224,61.4264,26.23,2,-0.460783,0,20.2921,5.2113,11.968,4.9906,3.2713,2884.5,9999,9999,999.9,4.97258,1.86263,1.86433,1.86279,1.86279,1.8634,1.85989,1.86265,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.083,0.1286,2.254837594,-0.001033731,9.12024E-07,-2.25E-10,-0.020159021,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.4,6.6,1.26343,2.3877,2.34741,2.75024,2.39868,2.26196,29.7724,12.8537,18,803.948,656.677,22.4714,21.4043,30.0001,21.2656,21.2223,25.3347,25.0187,7.13231,-999.9,405,14.0245,100.917,101.256
48,control,heat,06pre,3.705705706,-40.02617592,0.044443593,48,1750703332,8468.4,20250623 11:28:51,11:28:51,15,1750703324,0.000875244,0.875243776,-64.80737397,453.3035161,1887.66232,191.6879392,46.03197084,0.071959723,3,0.071014392,0.044467895,161.9128329,24.14913556,22.55133871,2.744053816,52.46095541,1.518758921,2.895027186,1.225294895,-38.59825054,143.1097518,9.887985092,276.3123193,-64.80737397,0.875243776,-64.88519177,410.8597977,460.2383333,-0.001780768,66.95316897,0.908294575,14.31325247,14.98421636,1.89657E-05,79.18451141,801,100,1,0,54326.19628,999.986,841.1877567,0.841199534,0.1619151,6,0.5,1: Needles,2,FALSE,1750703324,453.3035161,404.9935484,14.9561,14.30945806,451.2385484,14.8701,799.966871,101.4878065,0.059984816,23.43617419,22.55133871,999.9,0,0,10003.29355,0,0.00152894,48.30998065,460.1972258,410.8728387,0.670421097,404.9935484,14.30945806,1.520276129,1.452236129,13.17363226,12.47433548,999.986,0.960014742,0.039984929,0,1.616935484,0,6553.703871,7946.861935,36.83848387,39.92922581,38.24367742,39.04609677,36.92716129,960.0016129,39.98387097,0,1750703349,0,1750703352,11:29:12,1750703232,1750703352,44,0.111,-0.004,2.083,0.086,405,14,0.18,0.15,48.289165,0.358158349,0.039328199,0,0.670071225,0.004135689,0.000675385,1,1,2,2-Jan,3.44789,2.74166,0.106839,0.0984668,0.085691,0.0826723,27028.7,31046.5,29385.1,35015.8,31075.9,39898.8,36179.6,46380.9,0.28,2.28855,0.06143,0,21.5563,999.9,54.6,25.5,17.6225,61.6464,23.766,2,-0.453958,0,20.2949,5.21504,11.9686,4.9928,3.272,2888.4,9999,9999,999.9,4.97256,1.86261,1.86435,1.86279,1.86279,1.8634,1.85987,1.86267,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.064,0.086,2.366309396,-0.001033731,9.12024E-07,-2.25E-10,-0.020159021,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,1.7,8.6,1.26343,2.39502,2.34741,2.75024,2.39868,2.25098,29.8364,12.8011,18,-2.8977,657.495,22.5585,21.4918,30.0004,21.5292,21.3027,25.3423,23.8656,7.30506,-999.9,405,14.2816,100.902,101.245
49,control,heat,06pre,5.3587624,4.187511588,0.542123316,49,1750703505,8641.4,20250623 11:31:44,11:31:44,15,1750703497,0.004940126,4.940125878,4.688595547,399.9412667,380.8320642,38.69000369,40.63137151,0.60699461,3,0.546114335,0.346281056,161.9215899,23.12805304,20.84242667,2.47186489,54.22035708,1.571142452,2.897698459,0.900722438,-217.8595512,421.9751543,28.90681178,394.9440047,4.688595547,4.940125878,4.611108044,409.8036987,406.3040303,2.8216E-05,66.9570411,4.94591629,11.88638078,15.51265152,0.006256617,79.2273168,0,0,1,0,54311.43665,1000.0349,841.2293263,0.841199968,0.161915939,6,0.5,1: Needles,2,FALSE,1750703497,399.9412667,404.9393667,15.46501333,11.81734,397.9172667,15.34424333,800.0267,101.4932667,0.100079403,23.45146333,20.84242667,999.9,0,0,10000.43667,0,0.00152894,-4.936921667,406.2856667,409.7819333,3.647691,404.9393667,11.81734,1.569595,1.199378333,13.66347667,9.593619,1000.0349,0.959998033,0.040002023,0,1.115833333,0,5912.556,7947.187,38.26853333,41.54136667,39.59143333,41.4997,38.35183333,960.0343333,40.00033333,0,1750703521,0,1750703528,11:32:07,1750703528,1750703352,45,-0.059,-0.004,2.024,0.086,405,14,0.64,0.15,-4.948238,0.312708743,0.035879785,0,3.692626,-0.746641126,0.07437349,0,0,2,0/2,3.44679,2.78057,0.0971926,0.0984081,0.0879051,0.0722552,27312.2,31041.7,29377.1,35009,30990.4,40346,36169.2,46372,2.54815,2.2778,-0.0497885,0,21.7103,999.9,54.5,25.6,17.6947,61.6264,26.3301,2,-0.44125,0,20.2944,5.21474,11.9695,4.99175,3.272,2893.6,9999,9999,999.9,4.97258,1.86263,1.86436,1.86279,1.86279,1.8634,1.85989,1.86266,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.024,0.1224,2.366309396,-0.001033731,9.12024E-07,-2.25E-10,-0.024338439,-0.018148581,0.00209196,-1.91E-05,2,2210,1,26,4.5,2.5,1.26099,2.39746,2.34863,2.74902,2.39868,2.26074,29.9433,12.7048,18,805.269,650.82,22.642,21.6567,30.0004,21.4992,21.4512,25.2958,34.9536,5.62805,-999.9,405,12.016,100.874,101.225
